Item Lookup Code,Department,Category,Description,Quantity Sold,Sales,Last Sold,Cost,Cost Sold,Non Sale Movement,Last Received
Grand Summaries,,,,,,,,,,
,,,,"24,119.00","314,789.49","#,#.00","18,743.95","227,923.80","39,563.00","#,#.00"
1/8 WHITE,PLASTIC/PAPER GOODS,,1/8  WHITE HEAVY DUTY BAG,6,$69.00,5/6/2025 17:33,$10.25,$61.50,0,5/11/2020 15:25
1/9 BLACK,PLASTIC/PAPER GOODS,PLASTIC BAGS,1/9 BLACK HEAVY DUTY BAG,1056,"$12,107.00",5/13/2025 9:56,$7.47,"$7,888.32",0,6/12/2024 17:07
1/9 WHITE,PLASTIC/PAPER GOODS,,1/9  WHITE  HEAVY DUTY BAG,226,"$2,299.00",5/1/2025 11:26,$10.00,"$2,260.00",0,8/21/2019 13:48
10014800512752,FOOD & BEVERAGE,JUICE/MIXERS,CLAMATO PICANTE 32OZ 12LS,7,$262.50,5/13/2025 10:59,$33.99,$237.93,0,1/24/2025 13:58
10014800513247,FOOD & BEVERAGE,,CLAMATO 32OZ,25,$902.00,5/13/2025 18:23,$27.00,$675.00,0,8/27/2024 11:02
10014800582007,FOOD & BEVERAGE,JUICE/MIXERS,REAL LIME JUICE 24PCS,16,$236.00,5/13/2025 16:02,$11.80,$188.80,0,11/30/2024 12:21
10014800582151,FOOD & BEVERAGE,,REAL LEMON JUICE 24PCS,9,$132.75,5/13/2025 16:02,$11.77,$105.93,0,11/30/2024 12:21
10038900008083,FOOD & BEVERAGE,,DOLE PINEAPPLE 46OZ CAN 12PK,9,$357.75,5/5/2025 17:42,$35.12,$316.08,0,10/28/2024 12:29
10077071542040,LIQUOR SUPPLIES,,FOAM COOLER CASE 8PK,15,$708.75,5/13/2025 10:23,$40.64,$609.60,0,5/28/2024 15:29
10077170260241,ELECTRONICS & ACCESSORIES,,TOP CIG MACHINE 100MM,1,$31.50,4/12/2025 10:54,$26.25,$26.25,0,9/6/2024 15:08
10657032774385,ELECTRONICS & ACCESSORIES,,MAGIC 25 CIG FILTER 30CT,1,$35.00,4/22/2025 15:07,$28.80,$28.80,0,9/6/2024 15:08
10840048202960,TOBACCO VAPE,2.8mg VAPE,JUUL MENTHOL 3%,40,$618.40,5/2/2025 10:17,$14.95,$598.00,0,6/5/2024 13:37
10855553008143,SMOKE SUPPLIES,,NEON BUTANE 5X 12CT 300ML,1.5,$27.00,4/9/2025 15:34,$13.50,$20.25,0,10/28/2024 10:36
10857545008728,WRAPS/FILTERS/HEMP/CONES,,BILLIONAIRE HEMP OGK 25CT,3,$40.50,4/28/2025 15:55,$10.50,$31.50,0,11/16/2024 13:41
10857545009473,WRAPS/FILTERS/HEMP/CONES,,BILLIONAIRE WATERMELON DRIP WR,1,$13.50,4/2/2025 9:26,$10.50,$10.50,0,11/16/2024 13:41
10857545009510,WRAPS/FILTERS/HEMP/CONES,,BILLIONAIRE BIRTHDAY CAKE WRAP,2,$27.00,4/28/2025 15:55,$10.50,$21.00,0,11/16/2024 13:41
10857545011308,WRAPS/FILTERS/HEMP/CONES,,BILLIONAIRE BALDACCI BLACK WRA,1,$13.50,5/13/2025 16:02,$10.50,$10.50,0,11/16/2024 13:41
10857545012053,WRAPS/FILTERS/HEMP/CONES,,BOB MARLEY OGK WRAPS,1,$13.50,4/2/2025 9:26,$10.75,$10.75,0,
10857545012084,,,BOB MARLEY MANGO PEACH WRAPS,1,$13.50,4/2/2025 9:26,$10.75,$10.75,0,
10858576005007,FOOD & BEVERAGE,,DON CHELADA BLUE 24CT,3,$86.25,5/13/2025 10:23,$26.09,$78.27,0,9/17/2024 17:07
10858576005014,FOOD & BEVERAGE,,DON CHELADA RED 24CT,3,$86.25,5/13/2025 10:23,$26.90,$80.70,0,6/25/2024 11:10
10858576005366,,,DON CHELADA CHAMOY,1,$28.75,5/6/2025 15:13,$26.09,$26.09,0,9/17/2024 17:07
10858576005427,FOOD & BEVERAGE,,DON CHELDA MANGO CHILE,1,$28.75,4/14/2025 10:38,$26.09,$26.09,0,9/17/2024 17:07
10LBS,PLASTIC/PAPER GOODS,,10 LBS ICE BAG 400CT,2,$53.00,4/21/2025 10:19,$0.00,$0.00,0,
123541132548635,,,SILVER PIPE SCREEN FILTER,1,$7.99,5/12/2025 14:54,$3.50,$3.50,0,
12ozplastic,LIQUOR SUPPLIES,,12 oz PLASTIC BOTTLE CARRIERS,5,$160.00,5/6/2025 11:07,$29.75,$148.75,0,10/29/2021 10:44
139685241030,SUPPLEMENTS,,SWAG PREMIUM BLUE HONEY 12CT,2,$30.00,5/9/2025 11:25,$8.00,$16.00,0,7/7/2021 14:24
14.5X19BAG,PLASTIC/PAPER GOODS,,UNPRINTED 14.5X19 BAG,410,"$9,635.00",4/28/2025 16:22,$0.00,$0.00,410,
183689182028,PLASTIC/PAPER GOODS,,PLENTY BIG ROLL 15CT,2,$39.00,4/28/2025 14:16,$15.99,$31.98,0,6/1/2024 12:12
20301490000391,MEDS/DAILY CARE,,PEPTO BISMOL CHEW 32CT,1,$37.50,5/13/2025 10:26,$30.00,$30.00,0,12/24/2024 12:24
20323900048366,MEDS/DAILY CARE,PILLS,NYQUIL SEVERE 32 2PK,1,$36.00,4/28/2025 14:16,$28.50,$28.50,0,1/24/2025 12:33
20323900048373,MEDS/DAILY CARE,PILLS,DAYQUIL 32CT 2PK,2,$72.00,5/3/2025 15:26,$30.00,$60.00,0,1/24/2025 12:33
21485X50,PLASTIC/PAPER GOODS,,2 1/4 x 85 THERMAL ROLLS 50CT,2,$36.00,5/2/2025 14:16,$16.00,$32.00,0,6/6/2023 15:36
2162526603,SMOKE SUPPLIES,ESSENCE,BLUNT AROMA DISPLAY 72 CT,16,$268.00,5/10/2025 11:00,$9.10,$145.60,0,9/9/2020 12:35
27 JUMBO,PLASTIC/PAPER GOODS,,27 JUMBO BLACK BAGS,170,"$2,380.00",5/9/2025 10:21,$7.67,"$1,303.90",0,9/19/2023 14:50
286495789648,SMOKE SUPPLIES,,BLACKJACK BLUEDREAM 50PK,1,$49.50,4/11/2025 11:23,$40.00,$40.00,0,
286495789655,SMOKE SUPPLIES,,BLACKJACK DURBAN POISON 50PK,1,$49.50,4/15/2025 10:36,$40.00,$40.00,0,
286495789679,SMOKE SUPPLIES,,BLACKJACK DEATHSTAR OG 50PK,2,$99.00,4/19/2025 11:23,$40.00,$80.00,0,
286495789693,SMOKE SUPPLIES,,BLACKJACK BANANA KUSH 50PK,1,$49.50,4/15/2025 10:36,$40.00,$40.00,0,
30035000556760,MEDS/DAILY CARE,MISC,COLOGATE TOOTHBRUSH 12CT,4.5,$49.50,4/28/2025 15:02,$6.00,$27.00,0,9/12/2023 9:29
30037900991467,SMOKE SUPPLIES,BUTANE,RONSON MULTI-FILL 12CT 2.75OZ,1.5,$44.25,4/9/2025 15:34,$24.30,$36.45,0,10/5/2022 17:28
300450449054,MEDS/DAILY CARE,PILLS,TYLENOL 24CT 6PK,6,$166.50,5/13/2025 10:26,$23.10,$138.60,0,11/30/2024 12:44
300450449108,MEDS/DAILY CARE,PILLS,TYLENOL 50CT 2PK,11,$203.50,5/13/2025 11:55,$11.99,$131.89,0,4/15/2024 11:18
300450481528,,,MORTIN-IB 50CT,1,$14.50,4/28/2025 14:16,$11.99,$11.99,0,1/24/2025 14:24
30076171063558,AUTOMOTIVE,,LITTLE TREE BLK ICE SPRAY 6CT,1,$15.00,4/8/2025 16:12,$12.00,$12.00,0,7/7/2021 14:24
30076171101557,AUTOMOTIVE,,LITTLE TRESS BLACK ICE,3,$47.25,4/28/2025 14:19,$13.50,$40.50,0,10/28/2024 10:36
3014260211332,MEDS/DAILY CARE,,GILLETTE GOOD NEWS RAZORS 10X5,1,$55.00,4/1/2025 11:47,$40.00,$40.00,0,11/16/2024 15:20
301490039045,MEDS/DAILY CARE,,PEPTO BISMOL 4 OZ,9,$40.50,5/9/2025 10:00,$3.25,$29.25,0,11/16/2024 13:41
305730150200,MEDS/DAILY CARE,,ADVIL 24CT 6PK,2,$57.00,5/2/2025 10:05,$15.00,$30.00,0,11/11/2024 10:45
305730154895,MEDS/DAILY CARE,PILLS,ADVIL BOX 50CT 2PK,4,$58.00,5/13/2025 11:55,$8.32,$33.28,0,2/5/2024 13:37
305730164559,MEDS/DAILY CARE,PILLS,ADVIL PM 50CT ,3,$55.50,5/13/2025 9:56,$14.27,$42.81,0,5/1/2023 14:42
305730169202,MEDS/DAILY CARE,,ADVIL LIQUI GEL 6PK 24CT,1,$31.00,4/25/2025 11:55,$27.00,$27.00,0,11/16/2024 13:41
305736559281,MEDS/DAILY CARE,,CHAP STICK 12CT,1,$14.85,4/9/2025 12:33,$10.99,$10.99,0,8/12/2024 10:56
307660739203,MEDS/DAILY CARE,,TUMS ASSORTED FRUIT 12CT,13,$143.00,5/13/2025 18:23,$8.75,$113.75,0,11/30/2024 12:53
307660745310,MEDS/DAILY CARE,MISC,TUMS 1000CT BERRIES,2,$29.98,4/18/2025 17:52,$12.99,$25.98,0,1/24/2025 14:24
307667388107,MEDS/DAILY CARE,,TUMS ASSORTED BERRIES 12CT,5,$55.00,5/13/2025 11:55,$8.75,$43.75,0,11/30/2024 12:53
312546050792,MEDS/DAILY CARE,,HALLS CHERRY 20CT,3,$67.50,5/12/2025 15:04,$20.00,$60.00,0,11/30/2024 14:32
312546050808,MEDS/DAILY CARE,,HALLS ICE HONEY-LEMON 20CT,10,$225.00,4/26/2025 10:28,$16.75,$167.50,0,11/16/2024 15:20
312547113687,MEDS/DAILY CARE,EYE DROPS,VISINE 12PK,19,$513.00,5/13/2025 11:55,$22.99,$436.81,0,1/24/2025 14:24
323900014244,MEDS/DAILY CARE,LIQUID,NYQUIL COLD & FLU 8OZ,6,$52.50,5/13/2025 18:23,$7.75,$46.50,0,10/26/2024 15:02
323900014350,MEDS/DAILY CARE,,DAYQUIL 8OZ LIQUID,6,$52.50,5/13/2025 18:23,$7.75,$46.50,0,10/26/2024 15:02
325866105028,MEDS/DAILY CARE,,ALEVE 24CT 6PK,0.5,$16.00,4/8/2025 19:09,$27.00,$13.50,0,9/15/2023 12:17
36 JUMBO ,PLASTIC/PAPER GOODS,,36 JUMBO BLACK BAG ,214,"$4,088.00",5/10/2025 10:32,$12.37,"$2,647.18",0,9/19/2023 14:50
369874890057,,,SWAG GOLD HONEY 9000K,1,$15.00,5/9/2025 11:25,$0.00,$0.00,0,
381370047544,MEDS/DAILY CARE,MISC,J&J FLEXIBLE BAND-AID,1,$11.50,4/12/2025 16:03,$7.93,$7.93,0,10/7/2024 10:07
4276670820,SMOKE SUPPLIES,ESSENCE,BLUNT AROMA 3 IN 1 12CT,4,$24.00,4/14/2025 17:02,$5.20,$20.80,0,9/9/2020 12:35
498746123440,,,GOLD RHINO HONEY ,1,$15.00,5/9/2025 11:25,$8.00,$8.00,0,
522892599573,SUPPLEMENTS,,KITTY KAT PILL,1,$60.00,4/19/2025 11:48,$36.00,$36.00,0,
54,FOOD & BEVERAGE,SODA,TOPOCHICO GLASS WATER 24CT,12,$417.00,5/13/2025 18:23,$28.99,$347.88,0,11/30/2024 11:46
6001135009436,MEDS/DAILY CARE,LIQUID,LISTERINE 250ML COOL MINT,3,$9.75,5/13/2025 9:56,$2.50,$7.50,0,4/15/2024 17:35
601574030303,,,BLUE RHINO HONEY ,1,$15.00,5/9/2025 11:25,$8.00,$8.00,0,
601574030433,SUPPLEMENTS,,BLACK PANTHER HONEY,3,$45.00,5/10/2025 12:46,$8.00,$24.00,0,
601574546163,MEDS/DAILY CARE,PILLS,SWAG HONEY 12CT,6,$90.00,5/1/2025 10:47,$8.00,$48.00,20,4/30/2025 14:28
609249900418,SUPPLEMENTS,,ZYN 3MG COOL MINT,8,$192.00,5/10/2025 11:21,$20.55,$156.00,0,9/19/2023 11:31
609249900425,SUPPLEMENTS,,ZYN 6MG COOL MINT 5CT,16,$384.00,5/13/2025 11:55,$20.50,$312.00,0,9/19/2023 11:31
609249901415,SUPPLEMENTS,,ZYN 3MG PEPPERMINT 5CT,5,$120.00,5/12/2025 10:44,$20.75,$103.75,0,11/30/2024 12:29
609249901422,SUPPLEMENTS,,ZYN 6MG PEPPERMINT 5CT,14,$336.00,5/12/2025 13:09,$20.74,$290.36,0,11/30/2024 12:29
609249902412,SUPPLEMENTS,,ZYN 3MG SPEARMINT 5CT,4,$96.00,5/13/2025 11:55,$20.75,$83.00,0,11/16/2024 14:21
609249903419,SUPPLEMENTS,,ZYN 3MG WINTERGREEN 5CT,7,$168.00,4/12/2025 14:14,$20.50,$150.50,0,9/19/2023 11:31
609249903426,SUPPLEMENTS,,ZYN 6MG WINTERGREEN 5CT,16,$384.00,5/13/2025 9:36,$19.50,$312.00,0,9/19/2023 11:31
609249904416,SUPPLEMENTS,,ZYN 3MG COFFEE,3,$72.00,5/13/2025 11:55,$20.55,$58.50,0,
609249904423,SUPPLEMENTS,,ZYN 6MG COFFE 5CT,8,$192.00,5/12/2025 10:44,$19.50,$156.00,0,
609249906410,SUPPLEMENTS,,ZYN 3MG CINNAMON,2,$48.00,5/13/2025 11:55,$20.74,$39.00,0,
609249907417,SUPPLEMENTS,,ZYN CITRUS 3MG 5CT,9,$216.00,5/12/2025 10:44,$20.75,$186.75,0,11/30/2024 12:29
609249923110,SUPPLEMENTS,,ZYN 3MG MENTHOL,4,$96.00,4/25/2025 11:18,$20.55,$78.00,0,
611269000986,FOOD & BEVERAGE,ENERGY DRINK,RED BULL GREEN 8.4 OZ 24CT,1,$39.00,5/7/2025 16:43,$36.89,$36.89,0,4/4/2023 11:16
611269001297,FOOD & BEVERAGE,,RED BULL AMBER 8.4OZ,1,$39.00,4/8/2025 16:49,$36.29,$36.29,0,7/27/2023 13:14
611269001310,FOOD & BEVERAGE,,RED BULL AMBER 12OZ,2,$113.00,4/16/2025 17:01,$50.18,$100.36,0,9/12/2023 11:41
611269001389,FOOD & BEVERAGE,ENERGY DRINK,RED BULL GREEN 12 OZ 24CT,2,$114.00,4/23/2025 16:48,$47.90,$95.80,0,6/2/2023 14:12
611269001570,FOOD & BEVERAGE,,RED BULL AMBER 12  OZ 4PK,2,$114.00,4/8/2025 10:10,$49.00,$98.00,0,
611269001990,FOOD & BEVERAGE,,RED BULL 12OZ 4PK ELDERFLOWER,1,$57.00,5/2/2025 14:35,$54.27,$54.27,0,
611269002553,,,RED BULL 12OZ PURPLE EDITION,15,$855.00,5/13/2025 18:23,$0.00,$0.00,0,
611269003055,FOOD & BEVERAGE,,RED BULL 12OZ PINK EDITION,9,$513.00,5/13/2025 9:56,$55.90,$503.10,0,
611269003093,FOOD & BEVERAGE,,RED BULL 8.4 OZ PINK EDITION,5,$195.00,4/23/2025 16:48,$0.00,$0.00,0,
611269043761,FOOD & BEVERAGE,,RED BULL YELLOW 12  OZ 4PK,4,$228.00,4/29/2025 14:57,$49.00,$196.00,0,
611269115482,FOOD & BEVERAGE,,RED BULL YELLOW 12 OZ,2,$113.00,5/9/2025 9:55,$49.00,$98.00,0,9/19/2023 15:35
611269134551,FOOD & BEVERAGE,,RED BULL 20OZ,29,"$1,272.00",5/8/2025 17:08,$41.00,"$1,189.00",0,12/7/2023 17:19
611269134568,FOOD & BEVERAGE,ENERGY DRINK,RED BULL SUGAR FREE 20 OZ,5,$217.00,4/30/2025 14:08,$41.99,$209.95,0,1/23/2023 12:22
611269163629,FOOD & BEVERAGE,,RED BULL YELLOW 8.4 OZ 4PK,1,$39.00,5/7/2025 16:43,$36.89,$36.89,0,4/4/2023 11:16
611269182545,FOOD & BEVERAGE,,RED BULL BLUE 12 OZ,6,$342.00,4/23/2025 16:48,$56.48,$338.88,0,2/5/2024 13:37
611269277364,FOOD & BEVERAGE,,RED BULL 8.4OZ 4PK SUGAR FREE,5,$195.00,5/10/2025 11:08,$38.50,$192.50,0,
611269281613,FOOD & BEVERAGE,,RED BULL COCONUT 8.4 OZ,1,$38.00,4/16/2025 17:01,$36.89,$36.89,0,4/4/2023 11:16
611269281620,FOOD & BEVERAGE,,RED BULL YELLOW 8.4FL OZ,2,$78.00,4/25/2025 12:21,$34.00,$68.00,0,8/12/2024 10:56
611269322897,FOOD & BEVERAGE,,RED BULL COCONUT 12 OZ,1,$57.00,4/24/2025 9:58,$49.00,$49.00,0,
611269423754,FOOD & BEVERAGE,,RED BULL SUGAR FREE 12 OZ,3,$171.00,4/28/2025 13:44,$50.13,$150.39,0,10/7/2023 15:23
611269453560,FOOD & BEVERAGE,,RED BULL RED 12 OZ,4,$228.00,4/25/2025 11:46,$51.28,$205.12,0,8/3/2023 13:33
611269454482,FOOD & BEVERAGE,,RED BULL RED CAN 8.4FL OZ ,3,$116.00,5/13/2025 9:43,$36.29,$108.87,0,4/3/2023 11:36
611269546231,FOOD & BEVERAGE,,RED BULL 16OZ,14,$559.00,5/9/2025 10:00,$34.99,$489.86,0,5/6/2024 11:00
611269546231611269546231,LIQUOR SUPPLIES,,6PK CARDBOARD BEER HOLDER,5,$225.00,5/6/2025 11:07,$41.50,$207.50,0,9/15/2021 11:11
611269546248,FOOD & BEVERAGE,,RED BULL 16OZ SUGAR FREE,1,$39.00,4/16/2025 17:01,$38.90,$38.90,0,9/2/2023 13:25
611269568370,FOOD & BEVERAGE,,RED BULL 8.4OZ 4PK 24CASE,30,"$1,165.50",5/13/2025 10:59,$36.62,"$1,098.60",0,
611269646528,FOOD & BEVERAGE,,RED BULL 12OZ 4PK,15,$849.00,5/13/2025 18:23,$54.27,$814.05,0,2/5/2024 13:37
611269836486,FOOD & BEVERAGE,,RED BULL SUGAR FREE 12 OZ 4 PK,9,$513.00,5/13/2025 9:39,$52.77,$474.93,0,2/5/2024 13:37
611269917475,FOOD & BEVERAGE,,RED BULL 12OZ,18,"$1,023.00",5/9/2025 10:00,$49.98,$899.64,0,9/19/2023 15:34
611269991246,FOOD & BEVERAGE,,RED BULL 8.4FL OZ ,2,$78.00,4/28/2025 14:16,$37.99,$75.98,0,5/13/2024 12:25
618149267064,TOBACCO VAPE,60mg VAPE,BREEZE GRAPE 10CT,2,$210.95,4/7/2025 12:34,$101.20,$202.40,0,3/25/2025 15:36
618149267149,TOBACCO VAPE,60mg VAPE,BREEZE CHERRY LEMON 10CT,1,$105.50,4/1/2025 14:37,$101.20,$101.20,0,3/25/2025 15:36
618149267163,TOBACCO VAPE,60mg VAPE,BREEZE LEMON MINT 10CT,1,$105.50,4/15/2025 10:55,$101.20,$101.20,0,3/25/2025 15:36
618149267187,TOBACCO VAPE,60mg VAPE,BREEZE MINT 10CT,1,$105.45,5/7/2025 16:43,$101.20,$101.20,0,3/25/2025 15:36
618149267200,TOBACCO VAPE,60mg VAPE,BREEZE ORNGMANGOMELON 10CT,1,$105.45,4/7/2025 12:34,$101.20,$101.20,0,3/25/2025 15:36
618149267248,TOBACCO VAPE,60mg VAPE,BREEZE STRAWPCHMINT 10CT,1,$105.45,4/7/2025 12:34,$101.20,$101.20,0,2/7/2025 14:17
618149267972,TOBACCO VAPE,60mg VAPE,BREEZE SPEARMINT 10CT,1,$105.50,4/1/2025 14:37,$101.20,$101.20,0,3/25/2025 15:36
618149268498,TOBACCO VAPE,60mg VAPE,BREEZE BLUE RASP 10CT,1,$105.45,5/13/2025 16:02,$101.20,$101.20,0,3/25/2025 15:36
618149269068,TOBACCO VAPE,60mg VAPE,BREEZE TOBACCO 10CT,2,$210.90,4/28/2025 15:55,$101.20,$202.40,0,2/7/2025 14:17
618149269150,TOBACCO VAPE,60mg VAPE,BREEZE BLUEBERRY MELON 10CT,1,$105.50,4/15/2025 10:55,$101.20,$101.20,0,3/25/2025 15:36
6273565556,PLASTIC/PAPER GOODS,,RED & WHITE CUPS 16CT,849,"$1,974.70",5/13/2025 18:23,$0.61,$519.59,0,6/12/2024 17:07
632565000050,FOOD & BEVERAGE,,FIJI WATER 33.8FL 12CT,1,$25.50,4/8/2025 10:26,$21.66,$21.66,0,7/27/2023 17:23
632565000111,FOOD & BEVERAGE,,FIJI WATER 500 ML,1,$22.50,4/15/2025 10:05,$19.80,$19.80,0,2/16/2021 12:15
633148100013,FOOD & BEVERAGE,FOOD,TAJIN CLASICO SEASONING 5 OZ,72,$175.80,5/12/2025 17:09,$1.92,$138.24,0,11/30/2024 11:46
633148177541,FOOD & BEVERAGE,,TAJIN MINISEASONING 3.5OZ 10PK,2,$9.00,5/13/2025 16:02,$3.17,$6.34,0,4/20/2024 11:06
636227024460,MEDS/DAILY CARE,,MAGIC COMB 12 PCS,2,$15.60,4/9/2025 16:27,$4.60,$9.20,0,6/12/2023 11:48
638872480301,PLASTIC/PAPER GOODS,,3 1/8 x 230THERMAL ROLLS 50CT,38,"$1,370.00",5/13/2025 14:55,$37.00,"$1,406.00",0,3/27/2023 14:30
639277467874,FOOD & BEVERAGE,,OLIVE GREEN TUSCAN GARDEN,9,$29.25,5/10/2025 11:08,$1.25,$11.25,0,5/28/2024 15:27
649964321570,WRAPS/FILTERS/HEMP/CONES,,WILD HEMP RUSSIAN CREAM 4/99,1,$12.50,4/2/2025 9:26,$10.00,$10.00,0,5/28/2024 13:26
649964321617,WRAPS/FILTERS/HEMP/CONES,,WILD HEMP RAZZLETAZ 4/99,1,$12.50,5/2/2025 10:39,$10.00,$10.00,0,12/24/2024 14:42
655708016305,MEDS/DAILY CARE,PILLS,CLARITIN 24 HOUR 20CT,1,$23.50,5/13/2025 17:34,$20.00,$20.00,0,12/24/2024 12:24
655708018804,,,PICOT ANTACID48CT,1,$11.50,4/15/2025 10:36,$9.90,$9.90,0,3/19/2024 13:38
655708019665,SMOKE SUPPLIES,, BIC REGULAR CLASSICFLICK 50CT,2,$101.00,4/4/2025 11:21,$36.50,$73.00,0,11/30/2024 12:44
655708029459,MEDS/DAILY CARE,,TYLENOL PM 25CT,3,$34.50,5/9/2025 10:00,$8.50,$25.50,0,5/23/2022 12:31
655708120903,MEDS/DAILY CARE,,COLGATE W/ TOOTHBRUSH 6PK ,2,$18.00,5/9/2025 10:00,$3.00,$6.00,0,1/24/2025 11:47
659675668673,PLASTIC/PAPER GOODS,,7 OZ PLASTIC CUPS 2400CT,12,$392.00,5/12/2025 12:42,$27.26,$327.12,0,6/12/2024 17:07
659962175976,PLASTIC/PAPER GOODS,,PACIFIC PLASTIC SPOONS BLK 50C,15,$15.00,5/6/2025 9:41,$0.72,$10.80,0,
659962447264,PLASTIC/PAPER GOODS,,PACIFIC PLASTIC FORKS BLK 50C,3,$3.00,4/30/2025 15:03,$0.72,$2.16,0,
661799950527,SUPPLEMENTS,,STIFF ROCK 22CT,1,$55.00,4/8/2025 19:09,$26.00,$26.00,0,7/7/2021 14:24
676979266602,PLASTIC/PAPER GOODS,,CLEAR TAPE ROLL 36CT,12,$9.00,4/25/2025 11:55,$19.80,$237.60,0,11/30/2024 12:53
676979800363,LIQUOR SUPPLIES,,WINE GLASSES 6CT ,12,$18.00,4/16/2025 14:25,$0.95,$11.40,0,9/20/2021 11:29
6850804354,PLASTIC/PAPER GOODS,,7 OZ PLASTIC CUPS 1000 CT 5PK,48,$903.00,5/6/2025 11:40,$13.50,$648.00,0,1/24/2025 12:52
685757524803,PLASTIC/PAPER GOODS,,TOILET TISSUE ROLLS 48 CT,2,$49.00,5/7/2025 15:23,$20.00,$40.00,0,7/12/2023 13:39
686751121272,,,RHINO 25 PLATINUM 10K 3D,0,$0.00,4/12/2025 17:49,$17.05,$0.00,0,
688130664554,PLASTIC/PAPER GOODS,,8 LBS ICE BAG,41,$755.00,5/9/2025 10:41,$18.50,$758.50,8402,12/11/2020 13:06
692345002100,SMOKE SUPPLIES,GRINDERS,GRINDER ITEM MH210 4PARTS,1,$5.65,4/8/2025 16:49,$4.50,$4.50,0,11/23/2020 15:11
692345002209,SMOKE SUPPLIES,GRINDERS,GRINDER ITEM MH220 4PARTS,1,$5.75,4/8/2025 16:49,$4.55,$4.55,0,11/23/2020 15:11
692345002322,SMOKE SUPPLIES,GRINDERS,GRINDER ITEM MH232 4PARTS,1,$4.75,4/8/2025 16:49,$3.75,$3.75,0,11/23/2020 15:11
692345099339,SUPPLEMENTS,,BURRO 2PK,3,$165.00,4/19/2025 11:48,$48.00,$144.00,0,
6924513905321,,,HALLS STRAWBERRY ,11,$247.50,5/13/2025 11:55,$16.50,$181.50,0,3/26/2024 11:52
6924513905604,MEDS/DAILY CARE,,HALLS BLACK 20CT,10,$225.00,5/12/2025 15:04,$16.50,$165.00,108,4/30/2025 14:28
6924513906182,FOOD & BEVERAGE,,HALLS MENTHOL,12,$270.00,5/13/2025 11:55,$16.50,$198.00,0,9/30/2024 10:19
6939342804042,,,SOUR SQUEZZE CANDY 12PCS,-1,-$19.50,4/3/2025 17:39,$12.00,-$12.00,0,10/7/2024 14:47
694367247415,,,RHINO 69 500K,1,$50.00,4/19/2025 10:51,$18.00,$18.00,0,9/19/2024 10:05
6974488941114,TOBACCO VAPE,75mg VAPE,POSH XTRON MINT 5PK 10K,1,$55.99,4/8/2025 9:21,$48.88,$48.88,0,2/7/2025 14:07
6974488943989,TOBACCO VAPE,75mg VAPE,POSH XTRON MOCHA FRAP 5PK 10K,0,$0.00,11/9/2024 10:31,$50.03,$0.00,-3,6/5/2024 13:26
6974488945150,TOBACCO VAPE,75mg VAPE,POSH XTRON STRAWMINT 5PK 10K,1,$55.99,4/4/2025 9:51,$50.03,$50.03,0,2/7/2025 14:07
6974488945167,TOBACCO VAPE,75mg VAPE,POSH XTRON HONEYMELON 5PK 10K,1,$55.99,4/8/2025 10:21,$50.03,$50.03,0,2/7/2025 14:07
6974488945198,TOBACCO VAPE,75mg VAPE,POSH XTRON MELON MINT 5PK 10PK,3,$167.97,4/25/2025 17:18,$48.30,$144.90,3,11/18/2024 15:52
6974488947635,TOBACCO VAPE,75mg VAPE,POSH XTRON BLUBRY RASP 5PK 10K,1,$55.99,5/13/2025 16:02,$48.30,$48.30,0,2/7/2025 14:07
6PKRING,LIQUOR SUPPLIES,,6PK RING 4300 COUNT,63,"$8,349.25",5/13/2025 10:26,$118.50,"$7,465.50",0,6/7/2024 16:45
7 PIPE,SMOKE SUPPLIES,PIPES,7 PIPE,12,$30.00,4/8/2025 16:49,$4.25,$51.00,0,
702571432296,SMOKE SUPPLIES,,DANKLEAF LEMON HAZE 10PK,2,$84.00,4/25/2025 15:00,$32.00,$64.00,0,
702571432302,SMOKE SUPPLIES,,DANKLEAF GIRL SCOUT COOKIE10PK,2,$84.00,4/24/2025 9:59,$32.00,$64.00,0,
702571432319,SMOKE SUPPLIES,,DANKLEAF WEDDING CAKE 10PK,1,$42.00,4/24/2025 9:59,$32.00,$32.00,0,
702571432326,SMOKE SUPPLIES,,DANKLEAF SKYWALKER OG 10PK,3,$126.00,4/24/2025 9:59,$32.00,$96.00,0,
707670059184,SMOKE SUPPLIES,LIGHTERS,9MM PISTOL LIGHTER 18CT,1,$67.50,4/26/2025 12:16,$54.00,$54.00,0,11/16/2024 13:41
707670090729,SMOKE SUPPLIES,LIGHTERS,9MM PISTOL LIGHTER 12CT,1,$46.50,4/26/2025 12:16,$36.00,$36.00,0,11/16/2024 13:41
707670101395,SMOKE SUPPLIES,,TECHNO TORCH 15 CT.,3,$85.50,5/1/2025 12:32,$22.50,$67.50,0,10/7/2024 14:47
712199070251,FOOD & BEVERAGE,,LIMONAZO 10CT,24,$84.00,5/12/2025 17:09,$2.76,$66.24,0,10/7/2024 9:40
716165174189,WRAPS/FILTERS/HEMP/CONES,,RAW ORGANIC 1 1/4 SIZE 24CT,1,$21.00,4/12/2025 16:03,$15.40,$15.40,0,8/17/2021 11:35
716165174585,WRAPS/FILTERS/HEMP/CONES,,RAW CONES KING SIZE 32PC 3CT,9,$351.00,5/12/2025 12:49,$28.50,$256.50,0,1/24/2025 14:24
